"Location","String Value","String Representation","Data Type"
"102c97c49","R","\"R\"","ds"
"102c97c4b","[R]","\"[R]\"","ds"
"102c97c4f","config:window.dat","\"config:window.dat\"","ds"
"102c97c61","Hotline Miami 2: Wrong Number","\"Hotline Miami 2: Wrong Number\"","ds"
"102c97c7f","config:/","\"config:/\"","ds"
"102c97c88","config:audio.txt","\"config:audio.txt\"","ds"
"102c97c99","HotlineMiami2","\"HotlineMiami2\"","ds"
"102c97ca7","800pts","\"800pts\"","ds"
"102c97cae","\SlumLord.mp3","\"\\SlumLord.mp3\"","ds"
"102c97cbc","RISING","\"RISING\"","ds"
"102c97cc3","Second Act","\"Second Act\"","ds"
"102c97cce","campaign.cpg","\"campaign.cpg\"","ds"
"102c97cdb","campaign.png","\"campaign.png\"","ds"
"102c97ce8","level.hlm","\"level.hlm\"","ds"
"102c97cf2","level.png","\"level.png\"","ds"
"102c97cfc","system:","\"system:\"","ds"
"102c97d04","*","\"*\"","ds"
"102c97d06","config:Levels/single/","\"config:Levels/single/\"","ds"
"102c97d1c","config:Levels/campaigns/","\"config:Levels/campaigns/\"","ds"
"102c97d35","config:Levels/temp","\"config:Levels/temp\"","ds"
"102c97d48","/mods/","\"/mods/\"","ds"
"102c97d4f","/","\"/\"","ds"
"102c97d51",".obj","\".obj\"","ds"
"102c97d56",".wll","\".wll\"","ds"
"102c97d5b",".workshop","\".workshop\"","ds"
"102c97d65","LB","\"LB\"","ds"
"102c97d68","RB","\"RB\"","ds"
"102c97d6b","Up","\"Up\"","ds"
"102c97d6e","Down","\"Down\"","ds"
"102c97d73","Left","\"Left\"","ds"
"102c97d78","Right","\"Right\"","ds"
"102c97d7e","Y","\"Y\"","ds"
"102c97d80","A","\"A\"","ds"
"102c97d82","B","\"B\"","ds"
"102c97d84","LS","\"LS\"","ds"
"102c97d87","RS","\"RS\"","ds"
"102c97d8a","LT","\"LT\"","ds"
"102c97d8d","RT","\"RT\"","ds"
"102c97d90","-","\"-\"","ds"
"102c97d92","ctrl_move_up","\"ctrl_move_up\"","ds"
"102c97d9f","ctrl_move_left","\"ctrl_move_left\"","ds"
"102c97dae","ctrl_move_down","\"ctrl_move_down\"","ds"
"102c97dbd","ctrl_move_right","\"ctrl_move_right\"","ds"
"102c97dcd","ctrl_attack","\"ctrl_attack\"","ds"
"102c97dd9","ctrl_finish_bash","\"ctrl_finish_bash\"","ds"
"102c97dea","ctrl_story_pickup","\"ctrl_story_pickup\"","ds"
"102c97dfc","ctrl_pick_up","\"ctrl_pick_up\"","ds"
"102c97e09","ctrl_finish_special","\"ctrl_finish_special\"","ds"
"102c97e1d","ctrl_finish","\"ctrl_finish\"","ds"
"102c97e29","ctrl_look_far","\"ctrl_look_far\"","ds"
"102c97e37","ctrl_lock_on","\"ctrl_lock_on\"","ds"
"102c97e44","LMB","\"LMB\"","ds"
"102c97e48","RMB","\"RMB\"","ds"
"102c97e4c","SCROLL","\"SCROLL\"","ds"
"102c97e53","BACKSP","\"BACKSP\"","ds"
"102c97e5a","TAB","\"TAB\"","ds"
"102c97e5e","ENTER","\"ENTER\"","ds"
"102c97e64","CAPS_LOCK","\"CAPS_LOCK\"","ds"
"102c97e6e","ESC","\"ESC\"","ds"
"102c97e72","SPACE","\"SPACE\"","ds"
"102c97e78","PAGEUP","\"PAGEUP\"","ds"
"102c97e7f","PAGEDN","\"PAGEDN\"","ds"
"102c97e86","END","\"END\"","ds"
"102c97e8a","HOME","\"HOME\"","ds"
"102c97e8f","<","\"<\"","ds"
"102c97e91","^","\"^\"","ds"
"102c97e93",">","\">\"","ds"
"102c97e95","v","\"v\"","ds"
"102c97e97","INSERT","\"INSERT\"","ds"
"102c97e9e","DELETE","\"DELETE\"","ds"
"102c97ea5","1","\"1\"","ds"
"102c97ea7","2","\"2\"","ds"
"102c97ea9","3","\"3\"","ds"
"102c97eab","4","\"4\"","ds"
"102c97ead","5","\"5\"","ds"
"102c97eaf","6","\"6\"","ds"
"102c97eb1","7","\"7\"","ds"
"102c97eb3","8","\"8\"","ds"
"102c97eb5","9","\"9\"","ds"
"102c97eb7","C","\"C\"","ds"
"102c97eb9","D","\"D\"","ds"
"102c97ebb","E","\"E\"","ds"
"102c97ebd","F","\"F\"","ds"
"102c97ebf","G","\"G\"","ds"
"102c97ec1","H","\"H\"","ds"
"102c97ec3","I","\"I\"","ds"
"102c97ec5","J","\"J\"","ds"
"102c97ec7","K","\"K\"","ds"
"102c97ec9","L","\"L\"","ds"
"102c97ecb","M","\"M\"","ds"
"102c97ecd","N","\"N\"","ds"
"102c97ecf","O","\"O\"","ds"
"102c97ed1","P","\"P\"","ds"
"102c97ed3","Q","\"Q\"","ds"
"102c97ed5","S","\"S\"","ds"
"102c97ed7","T","\"T\"","ds"
"102c97ed9","U","\"U\"","ds"
"102c97edb","V","\"V\"","ds"
"102c97edd","W","\"W\"","ds"
"102c97edf","Z","\"Z\"","ds"
"102c97ee1","NUM_0","\"NUM_0\"","ds"
"102c97ee7","NUM_1","\"NUM_1\"","ds"
"102c97eed","NUM_2","\"NUM_2\"","ds"
"102c97ef3","NUM_3","\"NUM_3\"","ds"
"102c97ef9","NUM_4","\"NUM_4\"","ds"
"102c97eff","NUM_5","\"NUM_5\"","ds"
"102c97f05","NUM_6","\"NUM_6\"","ds"
"102c97f0b","NUM_7","\"NUM_7\"","ds"
"102c97f11","NUM_8","\"NUM_8\"","ds"
"102c97f17","NUM_9","\"NUM_9\"","ds"
"102c97f1d","NUM_MUL","\"NUM_MUL\"","ds"
"102c97f25","NUM_PLS","\"NUM_PLS\"","ds"
"102c97f2d","NUM_DEC","\"NUM_DEC\"","ds"
"102c97f35","NUM_SUB","\"NUM_SUB\"","ds"
"102c97f3d","NUM_SLSH","\"NUM_SLSH\"","ds"
"102c97f46","NUM_LOCK","\"NUM_LOCK\"","ds"
"102c97f4f","SCRL_LOCK","\"SCRL_LOCK\"","ds"
"102c97f59","F1","\"F1\"","ds"
"102c97f5c","F2","\"F2\"","ds"
"102c97f5f","F3","\"F3\"","ds"
"102c97f62","F4","\"F4\"","ds"
"102c97f65","F5","\"F5\"","ds"
"102c97f68","F6","\"F6\"","ds"
"102c97f6b","F7","\"F7\"","ds"
"102c97f6e","F8","\"F8\"","ds"
"102c97f71","F9","\"F9\"","ds"
"102c97f74","F10","\"F10\"","ds"
"102c97f78","F11","\"F11\"","ds"
"102c97f7c","F12","\"F12\"","ds"
"102c97f80","EQUAL","\"EQUAL\"","ds"
"102c97f86","SUB","\"SUB\"","ds"
"102c97f8a","NUMENT","\"NUMENT\"","ds"
"102c97f91","LSHIFT","\"LSHIFT\"","ds"
"102c97f98","RSHIFT","\"RSHIFT\"","ds"
"102c97f9f","LCTRL","\"LCTRL\"","ds"
"102c97fa5","RCTRL","\"RCTRL\"","ds"
"102c97fab","LALT","\"LALT\"","ds"
"102c97fb0","RALT","\"RALT\"","ds"
"102c97fb5","LSUPER","\"LSUPER\"","ds"
"102c97fbc","RSUPER","\"RSUPER\"","ds"
"102c97fc3","MENU","\"MENU\"","ds"
"102c97fc8","SEMICOL","\"SEMICOL\"","ds"
"102c97fd0","COMMA","\"COMMA\"","ds"
"102c97fd6","PERIOD","\"PERIOD\"","ds"
"102c97fdd","SLASH","\"SLASH\"","ds"
"102c97fe3","GRAVE","\"GRAVE\"","ds"
"102c97fe9","BRKLFT","\"BRKLFT\"","ds"
"102c97ff0","BKSLSH","\"BKSLSH\"","ds"
"102c97ff7","BRKRGT","\"BRKRGT\"","ds"
"102c97ffe","APOST","\"APOST\"","ds"
"102c98004","N/A","\"N/A\"","ds"
"102c98008","<img>ctrl_move</img>","\"<img>ctrl_move</img>\"","ds"
"102c9801d","<img>","\"<img>\"","ds"
"102c98023","</img>","\"</img>\"","ds"
"102c9802a","savedata:sensitivity","\"savedata:sensitivity\"","ds"
"102c9803f","savedata:gamepad","\"savedata:gamepad\"","ds"
"102c98050","\GuidedMeditation.mp3","\"\\GuidedMeditation.mp3\"","ds"
"102c98066",".","\".\"","ds"
"102c98068","\#","\"\\#\"","ds"
"102c9806b","_SCORE","\"_SCORE\"","ds"
"102c98072","_TIME","\"_TIME\"","ds"
"102c98078","_HARD","\"_HARD\"","ds"
"102c9807e","DOWN_UNDER","\"DOWN_UNDER\"","ds"
"102c98089","HOMICIDE","\"HOMICIDE\"","ds"
"102c98092","HARD_NEWS","\"HARD_NEWS\"","ds"
"102c9809c","FINAL_CUT","\"FINAL_CUT\"","ds"
"102c980a6","FIRST_TRIAL","\"FIRST_TRIAL\"","ds"
"102c980b2","MOVING_UP","\"MOVING_UP\"","ds"
"102c980bc","NO_MERCY","\"NO_MERCY\"","ds"
"102c980c5","INTO_THE_PIT","\"INTO_THE_PIT\"","ds"
"102c980d2","DEAD_AHEAD","\"DEAD_AHEAD\"","ds"
"102c980dd","DEATH_WISH","\"DEATH_WISH\"","ds"
"102c980e8","SUBWAY","\"SUBWAY\"","ds"
"102c980ef","WITHDRAWAL","\"WITHDRAWAL\"","ds"
"102c980fa","FIRST_BLOOD","\"FIRST_BLOOD\"","ds"
"102c98106","DEMOLITION","\"DEMOLITION\"","ds"
"102c98111","HOUSE_CALL","\"HOUSE_CALL\"","ds"
"102c9811c","SEIZURE","\"SEIZURE\"","ds"
"102c98124","BLOOD_MONEY","\"BLOOD_MONEY\"","ds"
"102c98130","CAUGHT","\"CAUGHT\"","ds"
"102c98137","TAKE_OVER","\"TAKE_OVER\"","ds"
"102c98141","APOCALYPSE","\"APOCALYPSE\"","ds"
"102c9814c","THE_ABYSS","\"THE_ABYSS\"","ds"
"102c98156","FURNITURE","\"FURNITURE\"","ds"
"102c98160","PEOPLE","\"PEOPLE\"","ds"
"102c98167","LOCKED","\"LOCKED\"","ds"
"102c9816e","CUTSCENE","\"CUTSCENE\"","ds"
"102c98177","MIRROR","\"MIRROR\"","ds"
"102c9817e","\main","\"\\main\"","ds"
"102c98184",".hlm","\".hlm\"","ds"
"102c98189",".png","\".png\"","ds"
"102c9818e","\level.hlm","\"\\level.hlm\"","ds"
"102c98199","Can't find single level!#","\"Can't find single level!#\"","ds"
"102c981b3",".ver","\".ver\"","ds"
"102c981b8","\campaign.cpg","\"\\campaign.cpg\"","ds"
"102c981c6","\intro","\"\\intro\"","ds"
"102c981cd","\outro","\"\\outro\"","ds"
"102c981d4","CAMPAIGN PROGRESS:","\"CAMPAIGN PROGRESS:\"","ds"
"102c981e7","/level","\"/level\"","ds"
"102c981ee","SHIFT","\"SHIFT\"","ds"
"102c981f4","ALT","\"ALT\"","ds"
"102c981f8","CTRL","\"CTRL\"","ds"
"102c981fd"," walk to# x:","\" walk to# x:\"","ds"
"102c9820a"," y:","\" y:\"","ds"
"102c9820e","# x:","\"# x:\"","ds"
"102c98213"," Show messages:#","\" Show messages:#\"","ds"
"102c98224"," change sprite to# ","\" change sprite to# \"","ds"
"102c98238"," stop animation#","\" stop animation#\"","ds"
"102c98249"," animate sprite#","\" animate sprite#\"","ds"
"102c9825a"," and loop","\" and loop\"","ds"
"102c98264"," and repeat after ","\" and repeat after \"","ds"
"102c98277"," frames","\" frames\"","ds"
"102c9827f"," attack#","\" attack#\"","ds"
"102c98288"," in direction ","\" in direction \"","ds"
"102c98297"," Wait ","\" Wait \"","ds"
"102c9829e"," dies","\" dies\"","ds"
"102c982a4"," SFX ","\" SFX \"","ds"
"102c982aa"," Play ","\" Play \"","ds"
"102c982b1"," Fade and stop song","\" Fade and stop song\"","ds"
"102c982c5"," Stop song","\" Stop song\"","ds"
"102c982d0"," Stop sequence","\" Stop sequence\"","ds"
"102c982df","# Level done","\"# Level done\"","ds"
"102c982ec"," Go to next level","\" Go to next level\"","ds"
"102c982fe"," Activate ","\" Activate \"","ds"
"102c98309"," Rotate ","\" Rotate \"","ds"
"102c98312"," to face ","\" to face \"","ds"
"102c9831c","beams.mp3","\"beams.mp3\"","ds"
"102c98326","Detection.mp3","\"Detection.mp3\"","ds"
"102c98334","Blizzard.mp3","\"Blizzard.mp3\"","ds"
"102c98341","voyager.mp3","\"voyager.mp3\"","ds"
"102c9834d","SheMeditates.mp3","\"SheMeditates.mp3\"","ds"
"102c9835e","Dust.mp3","\"Dust.mp3\"","ds"
"102c98367","Disturbance.mp3","\"Disturbance.mp3\"","ds"
"102c98377","Technoir.mp3","\"Technoir.mp3\"","ds"
"102c98384","GuidedMeditation.mp3","\"GuidedMeditation.mp3\"","ds"
"102c98399","MiamiJam.mp3","\"MiamiJam.mp3\"","ds"
"102c983a6","Divide.mp3","\"Divide.mp3\"","ds"
"102c983b1","HollywoodHeights.mp3","\"HollywoodHeights.mp3\"","ds"
"102c983c6","Richard.mp3","\"Richard.mp3\"","ds"
"102c983d2","WouJuno.mp3","\"WouJuno.mp3\"","ds"
"102c983de","Decade.mp3","\"Decade.mp3\"","ds"
"102c983e9","Interlude.mp3","\"Interlude.mp3\"","ds"
"102c983f7","NewWave.mp3","\"NewWave.mp3\"","ds"
"102c98403","Around.mp3","\"Around.mp3\"","ds"
"102c9840e","evil.mp3","\"evil.mp3\"","ds"
"102c98417","Hideout.mp3","\"Hideout.mp3\"","ds"
"102c98423","Remorse.mp3","\"Remorse.mp3\"","ds"
"102c9842f","Frantic.mp3","\"Frantic.mp3\"","ds"
"102c9843b","Sexualizer.mp3","\"Sexualizer.mp3\"","ds"
"102c9844a","Java.mp3","\"Java.mp3\"","ds"
"102c98453","Rust.mp3","\"Rust.mp3\"","ds"
"102c9845c","Delay.mp3","\"Delay.mp3\"","ds"
"102c98466","Benjamin.mp3","\"Benjamin.mp3\"","ds"
"102c98473","Bloodline.mp3","\"Bloodline.mp3\"","ds"
"102c98481","RollerMobster.mp3","\"RollerMobster.mp3\"","ds"
"102c98493","KeepCalm.mp3","\"KeepCalm.mp3\"","ds"
"102c984a0","Run.mp3","\"Run.mp3\"","ds"
"102c984a8","Ghost.mp3","\"Ghost.mp3\"","ds"
"102c984b2","HotlineTheme.mp3","\"HotlineTheme.mp3\"","ds"
"102c984c3","Quixotic.mp3","\"Quixotic.mp3\"","ds"
"102c984d0","WayHome.mp3","\"WayHome.mp3\"","ds"
"102c984dc","Dubmood.mp3","\"Dubmood.mp3\"","ds"
"102c984e8","NARC.mp3","\"NARC.mp3\"","ds"
"102c984f1","Rumble.mp3","\"Rumble.mp3\"","ds"
"102c984fc","LePerv.mp3","\"LePerv.mp3\"","ds"
"102c98507","MsMinnie.mp3","\"MsMinnie.mp3\"","ds"
"102c98514","BurningCoals.mp3","\"BurningCoals.mp3\"","ds"
"102c98525","AcidSpit.mp3","\"AcidSpit.mp3\"","ds"
"102c98532","SlumLord.mp3","\"SlumLord.mp3\"","ds"
"102c9853f","FutureClub.mp3","\"FutureClub.mp3\"","ds"
"102c9854e","Fahkeet.mp3","\"Fahkeet.mp3\"","ds"
"102c9855a","Abyss.mp3","\"Abyss.mp3\"","ds"
"102c98564","AbyssIntro.mp3","\"AbyssIntro.mp3\"","ds"
"102c98573","\","\"\\\"","ds"
"102c98575","A+","\"A+\"","ds"
"102c98578","A-","\"A-\"","ds"
"102c9857b","B+","\"B+\"","ds"
"102c9857e","B-","\"B-\"","ds"
"102c98581","C+","\"C+\"","ds"
"102c98584","C-","\"C-\"","ds"
"102c98587","D+","\"D+\"","ds"
"102c9858a","D-","\"D-\"","ds"
"102c9858d","AFTER THAT\, WELL... THERE'S NOT A","\"AFTER THAT\, WELL... THERE'S NOT A\"","ds"
"102c985af","WHOLE LOT MORE TO TELL\, REALLY.","\"WHOLE LOT MORE TO TELL\, REALLY.\"","ds"
"102c985cf","IF I MAY ASK\, WHERE DID YOU GO","\"IF I MAY ASK\, WHERE DID YOU GO\"","ds"
"102c985ee","AFTER YOU ESCAPED?","\"AFTER YOU ESCAPED?\"","ds"
"102c98601","I GUESS I MIGHT AS WELL TELL YOU.","\"I GUESS I MIGHT AS WELL TELL YOU.\"","ds"
"102c98623","I WENT TO HAWAII...","\"I WENT TO HAWAII...\"","ds"
"102c98637","YOU SEE\, THAT'S WHY I NEED YOU TO","\"YOU SEE\, THAT'S WHY I NEED YOU TO\"","ds"
"102c98659","GET ME A PLANE TICKET.","\"GET ME A PLANE TICKET.\"","ds"
"102c98670","IT'S NOT FOR ME...","\"IT'S NOT FOR ME...\"","ds"
"102c98683","IT'S FOR MY MOTHER.","\"IT'S FOR MY MOTHER.\"","ds"
"102c98697","I'M REALLY WORRIED ABOUT HER.","\"I'M REALLY WORRIED ABOUT HER.\"","ds"
"102c986b5","SHE CAN'T TAKE CARE OF HERSELF.","\"SHE CAN'T TAKE CARE OF HERSELF.\"","ds"
"102c986d5","I WAS HOPING YOU COULD GET HER","\"I WAS HOPING YOU COULD GET HER\"","ds"
"102c986f4","TO COME HERE.","\"TO COME HERE.\"","ds"
"102c98702","I UNDERSTAND. I'M GONNA HAVE TO","\"I UNDERSTAND. I'M GONNA HAVE TO\"","ds"
"102c98722","CHECK MY BANK ACCOUNT...","\"CHECK MY BANK ACCOUNT...\"","ds"
"102c9873b","I'LL GET THE MONEY FOR IT","\"I'LL GET THE MONEY FOR IT\"","ds"
"102c98755","ONE WAY OR ANOTHER\, OK?","\"ONE WAY OR ANOTHER\, OK?\"","ds"
"102c9876d","WOULDN'T BE RIGHT OTHERWISE.","\"WOULDN'T BE RIGHT OTHERWISE.\"","ds"
"102c9878a","I... I DON'T THINK YOU UNDERSTAND","\"I... I DON'T THINK YOU UNDERSTAND\"","ds"
"102c987ac","HOW MUCH OF A HELP YOU'VE BEEN.","\"HOW MUCH OF A HELP YOU'VE BEEN.\"","ds"
"102c987cc","DEAR EVAN\, I HAVEN'T HEARD FROM","\"DEAR EVAN\, I HAVEN'T HEARD FROM\"","ds"
"102c987ec","YOU IN A WHILE.","\"YOU IN A WHILE.\"","ds"
"102c987fc","I MISS YOU. THE KIDS MISS YOU TOO.","\"I MISS YOU. THE KIDS MISS YOU TOO.\"","ds"
"102c9881f","I THINK WE CAN STILL MAKE THIS WORK.","\"I THINK WE CAN STILL MAKE THIS WORK.\"","ds"
"102c98844","BUT I CAN'T LIVE WITH A MAN WHO","\"BUT I CAN'T LIVE WITH A MAN WHO\"","ds"
"102c98864","PUTS HIS JOB BEFORE HIS FAMILY.","\"PUTS HIS JOB BEFORE HIS FAMILY.\"","ds"
"102c98884","I STILL LOVE YOU\, YOU KNOW I DO.","\"I STILL LOVE YOU\, YOU KNOW I DO.\"","ds"
"102c988a5","I HOPE YOU LOVE ME TOO.","\"I HOPE YOU LOVE ME TOO.\"","ds"
"102c988bd","PLEASE CALL ME WHEN YOU READ THIS.","\"PLEASE CALL ME WHEN YOU READ THIS.\"","ds"
"102c988e0","-SHARON","\"-SHARON\"","ds"
"102c988e8","HOLD ON A SECOND\, GOTTA GO","\"HOLD ON A SECOND\, GOTTA GO\"","ds"
"102c98903","FETCH ANOTHER NOTEPAD.","\"FETCH ANOTHER NOTEPAD.\"","ds"
"102c9891a","ALL RIGHT\, I'M BACK.","\"ALL RIGHT\, I'M BACK.\"","ds"
"102c9892f","CONTINUE.","\"CONTINUE.\"","ds"
"102c98939","SO\, I'M IN THERE\, JUST WAITING","\"SO\, I'M IN THERE\, JUST WAITING\"","ds"
"102c98958","FOR THE TRIAL TO START...","\"FOR THE TRIAL TO START...\"","ds"
"102c98972","AND I CAN TELL YOU\, TIME MOVES","\"AND I CAN TELL YOU\, TIME MOVES\"","ds"
"102c98991","SLOW WHEN YOU'RE LOCKED UP.","\"SLOW WHEN YOU'RE LOCKED UP.\"","ds"
"102c989ad","THIS ONE DAY\, I GET A VISIT.","\"THIS ONE DAY\, I GET A VISIT.\"","ds"
"102c989ca","...CRITICS SHOULD WAIT UNTIL AFTER THE","\"...CRITICS SHOULD WAIT UNTIL AFTER THE\"","ds"
"102c989f1","RUSSIAN AMERICAN COALITION CONFERENCE.","\"RUSSIAN AMERICAN COALITION CONFERENCE.\"","ds"
"102c98a18","HOWEVER\, MANY REMAIN SCEPTICAL","\"HOWEVER\, MANY REMAIN SCEPTICAL\"","ds"
"102c98a37","ABOUT THE PRESIDENTIAL VISIT\,","\"ABOUT THE PRESIDENTIAL VISIT\,\"","ds"
"102c98a55","CLAIMING THE WHOLE EVENT IS","\"CLAIMING THE WHOLE EVENT IS\"","ds"
"102c98a71","JUST FOR SHOW.","\"JUST FOR SHOW.\"","ds"
"102c98a80","HELLO\, EVAN SPEAKING.","\"HELLO\, EVAN SPEAKING.\"","ds"
"102c98a96","HI\, THIS IS...","\"HI\, THIS IS...\"","ds"
"102c98aa5","YOU SPOKE TO MY MOTHER.","\"YOU SPOKE TO MY MOTHER.\"","ds"
"102c98abd","SHE TOLD ME TO CALL YOU.","\"SHE TOLD ME TO CALL YOU.\"","ds"
"102c98ad6","SAID YOU WANTED TO TALK.","\"SAID YOU WANTED TO TALK.\"","ds"
"102c98aef","IT'S ABOUT THE MASK MANIAC\,","\"IT'S ABOUT THE MASK MANIAC\,\"","ds"
"102c98b0b","RIGHT?","\"RIGHT?\"","ds"
"102c98b12","RIGHT! I DIDN'T THINK YOU'D","\"RIGHT! I DIDN'T THINK YOU'D\"","ds"
"102c98b2e","CALL\, TO BE HONEST...","\"CALL\, TO BE HONEST...\"","ds"
"102c98b44","WELL\, IF YOU'VE GOT TIME I'D LOVE","\"WELL\, IF YOU'VE GOT TIME I'D LOVE\"","ds"
"102c98b66","TO HEAR YOUR STORY...","\"TO HEAR YOUR STORY...\"","ds"
"102c98b7c","I'VE GOT TIME ALL RIGHT.","\"I'VE GOT TIME ALL RIGHT.\"","ds"
"102c98b95","BUT IT'LL COST YOU.","\"BUT IT'LL COST YOU.\"","ds"
"102c98ba9","YOU SEE\, I NEED A PLANE TICKET.","\"YOU SEE\, I NEED A PLANE TICKET.\"","ds"
"102c98bc9","I KNOW IT'S A LOT TO ASK FOR...","\"I KNOW IT'S A LOT TO ASK FOR...\"","ds"
"102c98be9","BUT I'M SURE IT'LL BE","\"BUT I'M SURE IT'LL BE\"","ds"
"102c98bff","WORTH YOU WHILE.","\"WORTH YOU WHILE.\"","ds"
"102c98c10","DO WE HAVE A DEAL?","\"DO WE HAVE A DEAL?\"","ds"
"102c98c23","WELL\, I CAN'T PROMISE YOU","\"WELL\, I CAN'T PROMISE YOU\"","ds"
"102c98c3d","ANYTHING\, BUT...","\"ANYTHING\, BUT...\"","ds"
"102c98c4e","IF YOUR STORY'S HALF AS GOOD","\"IF YOUR STORY'S HALF AS GOOD\"","ds"
"102c98c6b","AS YOU SAY THEN...","\"AS YOU SAY THEN...\"","ds"
"102c98c7e","I'LL SEE WHAT I CAN DO.","\"I'LL SEE WHAT I CAN DO.\"","ds"
"102c98c96","OKAY?","\"OKAY?\"","ds"
"102c98c9c","FAIR ENOUGH.","\"FAIR ENOUGH.\"","ds"
"102c98ca9","SO WHERE DO YOU WANT ME","\"SO WHERE DO YOU WANT ME\"","ds"
"102c98cc1","TO BEGIN?","\"TO BEGIN?\"","ds"
"102c98ccb","TAKE IT FROM THE START\, I WANT","\"TAKE IT FROM THE START\, I WANT\"","ds"
"102c98cea","TO GET THE FULL PICTURE.","\"TO GET THE FULL PICTURE.\"","ds"
"102c98d03","ALL RIGHT.","\"ALL RIGHT.\"","ds"
"102c98d0e","WELL IT ALL STARTED WITH THESE","\"WELL IT ALL STARTED WITH THESE\"","ds"
"102c98d2d","STRANGE MESSAGES ON MY PHONE.","\"STRANGE MESSAGES ON MY PHONE.\"","ds"
"102c98d4b","AT FIRST THEY WERE PRETTY STRAIGHT.","\"AT FIRST THEY WERE PRETTY STRAIGHT.\"","ds"
"102c98d6f","ASKING ME TO DO THINGS.","\"ASKING ME TO DO THINGS.\"","ds"
"102c98d87","SMALL THINGS\, LIKE CALLING RANDOM","\"SMALL THINGS\, LIKE CALLING RANDOM\"","ds"
"102c98da9","NUMBERS LEAVING CRYPTIC MESSAGES\,","\"NUMBERS LEAVING CRYPTIC MESSAGES\,\"","ds"
"102c98dcb","GOING AROUND TOWN PAINTING THESE","\"GOING AROUND TOWN PAINTING THESE\"","ds"
"102c98dec","MARKS AT CERTAIN POINTS...","\"MARKS AT CERTAIN POINTS...\"","ds"
"102c98e07","MARKS?","\"MARKS?\"","ds"
"102c98e0e","YEAH. A CIRCLE WITH THREE LINES","\"YEAH. A CIRCLE WITH THREE LINES\"","ds"
"102c98e2e","ACROSS...","\"ACROSS...\"","ds"
"102c98e38","ANYWAY\, I DIDN'T DO WHAT THEY TOLD","\"ANYWAY\, I DIDN'T DO WHAT THEY TOLD\"","ds"
"102c98e5b","ME TO. FIGURED IT WAS ALL A PRANK.","\"ME TO. FIGURED IT WAS ALL A PRANK.\"","ds"
"102c98e7e","AFTER A WHILE THE MESSAGES STARTED","\"AFTER A WHILE THE MESSAGES STARTED\"","ds"
"102c98ea1","GETTING THREATENING...","\"GETTING THREATENING...\"","ds"
"102c98eb8","A FEW DAYS PASSED. THEN ONE MORNING","\"A FEW DAYS PASSED. THEN ONE MORNING\"","ds"
"102c98edc","I WOKE UP TO FIND MY CAR TORCHED.","\"I WOKE UP TO FIND MY CAR TORCHED.\"","ds"
"102c98efe","AND...","\"AND...\"","ds"
"102c98f05","THERE WAS THIS MESSAGE ON MY MACHINE","\"THERE WAS THIS MESSAGE ON MY MACHINE\"","ds"
"102c98f2a","SAYING I BETTER DO WHAT I WAS TOLD.","\"SAYING I BETTER DO WHAT I WAS TOLD.\"","ds"
"102c98f4e","OR BAD THINGS WOULD HAPPEN...","\"OR BAD THINGS WOULD HAPPEN...\"","ds"
"102c98f6c","'Four people killed and twenty injured","\"'Four people killed and twenty injured\"","ds"
"102c98f93","in yesterday's violent protest rally'","\"in yesterday's violent protest rally'\"","ds"
"102c98fb9","'GOOD MORNING\, HONEY!","\"'GOOD MORNING\, HONEY!\"","ds"
"102c98fcf","I DIDN'T WANT TO WAKE YOU.'","\"I DIDN'T WANT TO WAKE YOU.'\"","ds"
"102c98feb","'TOOK JIMMY TO SCHOOL\,","\"'TOOK JIMMY TO SCHOOL\,\"","ds"
"102c99002","LEFT YOU SOME BREAKFAST.'","\"LEFT YOU SOME BREAKFAST.'\"","ds"
"102c9901c","'SEE YOU TONIGHT!","\"'SEE YOU TONIGHT!\"","ds"
"102c9902e","LOVE SHARON'","\"LOVE SHARON'\"","ds"
"102c9903b","YOU'VE GOT ONE NEW MESSAGE!","\"YOU'VE GOT ONE NEW MESSAGE!\"","ds"
"102c99057","*BEEP*","\"*BEEP*\"","ds"
"102c9905e","UH\, HELLO...","\"UH\, HELLO...\"","ds"
"102c9906b","I SAW YOUR AD IN THE PAPER.","\"I SAW YOUR AD IN THE PAPER.\"","ds"
"102c99087","I'VE GOT SOME 'INFORMATION'","\"I'VE GOT SOME 'INFORMATION'\"","ds"
"102c990a3","YOU MIGHT FIND INTERESTING.","\"YOU MIGHT FIND INTERESTING.\"","ds"
"102c990bf","IT SAID TWO HUNDRED BUCKS FOR","\"IT SAID TWO HUNDRED BUCKS FOR\"","ds"
"102c990dd","INFORMATION\, RIGHT?","\"INFORMATION\, RIGHT?\"","ds"
"102c990f1","WELL\, YOU BETTER BRING IT.","\"WELL\, YOU BETTER BRING IT.\"","ds"
"102c9910c","I'LL BE AT HANK'S ON 101ST","\"I'LL BE AT HANK'S ON 101ST\"","ds"
"102c99127","ALL DAY\, SITTING IN THE BAR.","\"ALL DAY\, SITTING IN THE BAR.\"","ds"
"102c99144","JUST GET HERE BEFORE I MAX OUT","\"JUST GET HERE BEFORE I MAX OUT\"","ds"
"102c99163","MY TAB\, OK?","\"MY TAB\, OK?\"","ds"
"102c9916f","Body found yesterday believed to be","\"Body found yesterday believed to be\"","ds"
"102c99193","fifth victim of the Miami Mutilator.","\"fifth victim of the Miami Mutilator.\"","ds"
